# BATCH 18: A-HG/2014-Soga
# Images to recover: 42
# Format: HTML_FILE|IMG_SRC|LOCAL_PATH|SOURCE_URL|SECTION

2014-soga.htm|2014-Soga/IMG_7588.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/IMG_7588.jpg|http://skydogsports.com/A-HG/2014-Soga/IMG_7588.jpg|A-HG
2014-soga.htm|2014-Soga/IMG_7574-fin.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/IMG_7574-fin.jpg|http://skydogsports.com/A-HG/2014-Soga/IMG_7574-fin.jpg|A-HG
2014-soga.htm|2014-Soga/Sept=07/IMG_8730.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept=07/IMG_8730.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept=07/IMG_8730.jpg|A-HG
2014-soga.htm|2014-Soga/Sept=07/IMG_8727.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept=07/IMG_8727.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept=07/IMG_8727.jpg|A-HG
2014-soga.htm|2014-Soga/Sept=07/IMG_8722.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept=07/IMG_8722.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept=07/IMG_8722.jpg|A-HG
2014-soga.htm|2014-Soga/Sept=07/IMG_8738.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept=07/IMG_8738.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept=07/IMG_8738.jpg|A-HG
2014-soga.htm|2014-Soga/Sept=07/IMG_8747.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept=07/IMG_8747.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept=07/IMG_8747.jpg|A-HG
2014-soga.htm|2014-Soga/Sept=07/IMG_8746.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept=07/IMG_8746.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept=07/IMG_8746.jpg|A-HG
2014-soga.htm|2014-Soga/Sept-14/SLGrsmChartServlet.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept-14/SLGrsmChartServlet.jpg|http://skydogsports.com/A-HG/2014-Soga/Sept-14/SLGrsmChartServlet.jpg|A-HG
2014-soga.htm|2014-Soga/Sept-14/Snapshot-4-(16-09-2014-9-00-PM).jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2014-Soga/Sept-14/Snapshot-4-(16-09-2014-9-00-PM).jpg|http://skydogsports.com/A-HG/2014-Soga/Sept-14/Snapshot-4-(16-09-2014-9-00-PM).jpg|A-HG
