# BATCH 20: A-HG/2012-Wallaby-1
# Images to recover: 31
# Format: HTML_FILE|IMG_SRC|LOCAL_PATH|SOURCE_URL|SECTION

2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9198.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9198.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9198.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9173.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9173.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9173.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/Arial/Arial-Tip/GO010103-Phantom+3-thermal.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/Arial/Arial-Tip/GO010103-Phantom+3-thermal.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/Arial/Arial-Tip/GO010103-Phantom+3-thermal.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9192.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9192.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9192.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9199.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9199.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9199.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9209.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9209.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9209.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/Arial/GOPR0-110-Sub-High.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/Arial/GOPR0-110-Sub-High.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/Arial/GOPR0-110-Sub-High.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9215.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9215.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9215.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9229.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9229.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9229.jpg|A-HG
2012 Florida.htm|2012-Wallaby-1/!-A/IMG_9232.jpg|/Users/vishshalit/gith/soga/skydog/A-HG/2012-Wallaby-1/!-A/IMG_9232.jpg|http://skydogsports.com/A-HG/2012-Wallaby-1/!-A/IMG_9232.jpg|A-HG
